Run,TrainR2Score,TestR2Score,BestIndividual,GenerationOfBestSolution,Time,SympyEquivalence
0,0.9779856393207151,0.9727331288172768,((x0 + (x0 * x0)) / (cos(x0)**(x0))),50,00:00:14.32,False
1,0.9284792588132005,0.9100766411303517,(x0 + (x0 + (x0 * (x0 + x0)))),50,00:00:13.42,False
2,0.9555842426617239,0.941517314986461,((sin(0.131) + (x0 / (x0 / x0))) / (cos(x0)**((x0 + x0)))),50,00:00:17.09,False
3,0.7861873999570433,0.7823574894731111,((x0 * x0) + x0),50,00:00:15.96,False
4,0.7867738496474564,0.8116273288639326,(x0 / (cos((x0 - x0)) - (sin(x0)**((x0 / x0))))),50,00:00:13.27,False
5,0.7861873999570433,0.7823574894731111,(x0 + (x0 * x0)),50,00:00:15.38,False
6,0.7861873999570433,0.7823574894731111,((x0 * x0) + (x0**((x0 / x0)))),50,00:00:13.92,False
7,0.8971239953444745,0.8983211165583688,(((x0 / (x0 * cos(x0))) + x0) * x0),50,00:00:13.38,False
8,0.7393867643993296,0.726012251988537,(((cos(sin(sin(x0))) / cos((x0 / sin(x0))))**(x0)) * x0),50,00:00:13.68,False
9,0.7861873999570433,0.7823574894731111,(x0 + ((x0 * x0) * (x0 / x0))),50,00:00:12.63,False
10,0.7861873999570433,0.7823574894731111,(x0 + (x0 * x0)),50,00:00:15.21,False
11,0.7752631888836737,0.7706308353514575,(x0 - (-0.7 * (x0 * (x0 / 0.735)))),50,00:00:16.13,False
12,0.8069821659340095,0.8062691959700382,(((x0 * x0) + (x0 / 0.951)) - ((0.507 - 0.544) * cos(x0))),50,00:00:15.16,False
13,0.7717770640333566,0.7655004599931383,(x0 / (0.495**(x0))),50,00:00:17.68,False
14,0.7861873999570433,0.7823574894731111,(x0 + (x0 * x0)),50,00:00:14.70,False
15,0.7453372049146602,0.740133995443236,((x0 * x0) + sin(x0)),50,00:00:15.10,False
16,0.7861873999570433,0.7823574894731111,(x0 + (x0 * x0)),50,00:00:14.33,False
17,0.7861873999570433,0.7823574894731111,((x0 * x0) + x0),50,00:00:15.68,False
18,0.8041942551397607,0.8096161770785644,((x0 + sin(x0)) - (x0 * (cos(-0.873) - sin(x0)))),50,00:00:13.32,False
19,0.7861873999570433,0.7823574894731111,(x0 + (x0 * x0)),50,00:00:14.83,False
20,0.7861873999570433,0.7823574894731111,((x0 * x0) + x0),50,00:00:13.10,False
21,0.7861873999570433,0.7823574894731111,((x0 * x0) + x0),50,00:00:15.34,False
22,0.9104862915030847,0.9215474023463616,log((x0 / (x0 - (x0 * x0)))),50,00:00:13.44,False
23,0.9968358371164199,0.9974525018767688,(x0 / (0.257**(x0))),50,00:00:11.29,False
24,0.7861873999570433,0.7823574894731111,((x0 * x0) + x0),50,00:00:12.97,False
25,0.8205442508941262,0.8202338956364847,(((x0 * x0) - (-0.127 * x0)) + x0),50,00:00:13.05,False
26,0.7861873999570433,0.7823574894731111,((x0 * x0) + x0),50,00:00:15.33,False
27,0.7861873999570433,0.7823574894731111,(x0 + (x0 * x0)),50,00:00:12.12,False
28,0.7861873999570433,0.7823574894731111,(x0 + (x0 * x0)),50,00:00:11.49,False
29,0.8853289937818368,0.8828745622343536,((x0 * (cos(x0) * cos(x0))) - log(cos((0.477 + x0)))),50,00:00:13.89,False
