Run,TrainR2Score,TestR2Score,BestIndividual,GenerationOfBestSolution,Time,SympyEquivalence
0,0.963197485114115,0.9520891316888206,((x0 + x0) - sin(x0)),50,00:00:13.78,False
1,0.9788275880018097,0.9804399006402968,((x0 + -0.351) + cos(cos(x0))),50,00:00:13.86,False
2,0.9876836962483991,0.9936407906837138,(x0 + (0.757 - (sin((-0.12 - -0.396))**(x0)))),50,00:00:18.92,False
3,0.9760225765193851,0.9567676062300935,(x0 / cos(sin((x0 + log((0.794 / x0)))))),50,00:00:14.94,False
4,0.9985105836241486,0.9981652155142328,((x0 * 0.654) + (0.727 * x0)),50,00:00:19.95,False
5,0.9820979264659397,0.9768118413073866,((x0 + x0) + (x0 * -0.709)),50,00:00:12.79,False
6,0.9110991442390732,0.9101283511362914,(x0**((cos(x0) + x0))),50,00:00:11.85,False
7,0.9248804699530522,0.9005207396350283,((x0 - cos(x0)) + (-0.037 + sin(0.926))),50,00:00:16.43,False
8,0.963197485114115,0.9520891316888206,(cos((x0 - x0)) * ((x0 + x0) - sin(x0))),50,00:00:16.43,False
9,0.9172384203767987,0.8898018209258545,((sin(x0) + (x0 - x0)) + log(((x0 * x0) + (x0**(x0))))),50,00:00:17.40,False
10,0.9320461768175294,0.8998354365168293,log(((x0**(x0)) + (x0 + (x0 + x0)))),50,00:00:15.70,False
11,0.9984187256537708,0.998169701147599,(x0 + (0.371 * x0)),50,00:00:16.22,False
12,0.9979885568293728,0.9976924689739622,(x0 / cos(log(0.474))),50,00:00:16.27,False
13,0.9690285895092934,0.9685732047468303,(x0 - log((sin(x0) / x0))),50,00:00:13.81,False
14,0.9828162859179108,0.9824160054338812,(x0 - log(cos(log((cos(sin(-0.414)) + x0))))),50,00:00:16.34,False
15,0.9663619705460152,0.9772140034767506,(sin(x0) + (x0 - 0.433)),50,00:00:18.69,False
16,0.9594610679392664,0.9463563280386184,((x0 / x0) * (x0 / 0.804)),50,00:00:13.51,False
17,0.9863914939625257,0.9805900481301404,((0.453 * x0) + x0),50,00:00:15.33,False
18,0.9871965176677716,0.9838101580607687,((x0 - log(cos(cos(cos(x0)))))**(cos(-0.131))),50,00:00:15.42,False
19,0.963197485114115,0.9520891316888206,((x0 + x0) - sin(x0)),50,00:00:18.65,False
20,0.9439445213852191,0.9016799998487802,(sin((x0 + x0)) + ((x0**(x0)) - cos(x0))),50,00:00:18.12,False
21,0.9984759007205855,0.9982195657398514,((x0 + x0) * cos(-0.814)),50,00:00:12.29,False
22,0.963197485114115,0.9520891316888206,((x0 + x0) - sin(x0)),50,00:00:14.82,False
23,0.9689833265363466,0.9591981993138459,(x0 / cos((cos(-0.974) / cos(cos((x0 / x0)))))),50,00:00:18.25,False
24,0.9364471826301743,0.9132439243350406,(cos((x0 - x0)) - ((0.777**(x0)) - x0)),50,00:00:18.13,False
25,0.9968925746846815,0.9963408202539432,((0.963 / 0.713) * x0),50,00:00:15.58,False
26,0.963197485114115,0.9520891316888206,(((x0 + x0)**((x0 / x0))) - sin(x0)),50,00:00:18.00,False
27,0.9539377446139293,0.943293318767751,(log((cos(x0) + (x0 - (0.415 * -0.031))))**((0.554 - x0))),50,00:00:17.39,False
28,0.9951633557320939,0.9909419729087274,(x0 - log(cos(sin(x0)))),50,00:00:16.54,False
29,0.975927176011101,0.9864934779820095,(sin(x0) + (x0 - 0.385)),50,00:00:18.59,False
