Run,TrainR2Score,TestR2Score,BestIndividual,BestIndividualSimplified,Time,SympyEquivalence
0,0.68489551964337,0.585349982538683,((x0 * x0) + sin(x0)),x0**2 + sin(x0),00:00:28.82,False
1,0.985990949867889,0.889275985377578,(sin(x0) / (cos((x0 * x0)) - (cos(x0) * sin(x0)))),-sin(x0)/(sin(2*x0)/2 - cos(x0**2)),00:00:26.48,False
2,0.880410893871728,0.933272821615526,(((x0 + x0) + (x0 * x0)) / cos(cos((0.639 / x0)))),x0*(x0 + 2)/cos(cos(0.639/x0)),00:00:19.16,False
3,0.854643931702191,0.81388988207355,(((sin(x0) + (x0 / x0))**(((x0 / x0) + (x0 * x0)))) - cos(x0)),(sin(x0) + 1)**(x0**2 + 1) - cos(x0),00:00:27.65,False
4,0.881828261812328,0.88179076465373,((x0 * 0.85) / (0.132**(x0))),0.85*7.57575757575758**x0*x0,00:00:22.81,False
5,0.919408261368117,0.864158787221666,((x0 * x0) + (x0 + x0)),x0*(x0 + 2),00:00:19.58,False
6,0.945204112458509,0.894246202484489,(((x0 * x0)**((0.542**(x0)))) / (x0 * (0.314**(x0)))),3.18471337579618**x0*(x0**2)**(0.542**x0)/x0,00:00:40.77,False
7,0.786617886622616,0.658680279641464,(x0 + sin(((x0 + x0) * sin(x0)))),x0 + sin(2*x0*sin(x0)),00:00:21.63,False
8,0.983136939533627,0.851702480967105,(x0 / cos((x0 + 0.459))),x0/cos(x0 + 0.459),00:00:20.98,False
9,0.636002805362599,-11.1789230850766,(cos(log(((x0 / x0)**(x0)))) / (((x0 / x0) - x0) / sin(x0))),-sin(x0)/(x0 - 1),00:00:23.52,False
10,0.567942282434629,0.44165406296013,((cos(x0) + x0) - (cos(x0) * cos(x0))),x0 - cos(x0)**2 + cos(x0),00:00:18.04,False
11,0.826522606097664,0.661063497498703,(((x0 * x0) + sin(x0)) / ((x0 * x0)**((x0 * x0)))),(x0**2 + sin(x0))/(x0**2)**(x0**2),00:00:20.05,False
12,0.894873583573341,0.796351729010165,(cos(cos((x0 + x0))) * (((x0 / 0.695) / (0.534**(x0))) * (sin(x0) / sin(x0)))),1.43884892086331*1.87265917602996**x0*x0*cos(cos(2*x0)),00:00:32.68,False
13,0.990117270306143,0.922187324608364,(cos(-0.296) / ((x0 / (x0 * x0)) - cos(((x0 * sin(x0)) * x0)))),-0.956510924118316*x0/(x0*cos(x0**2*sin(x0)) - 1),00:00:24.73,False
14,0.91162246347191,0.897269456749804,(0.002 + (0.002**(sin((cos((x0 / x0)) - sin(x0)))))),0.002 + 0.002**(-sin(sin(x0) - cos(1))),00:00:24.22,False
15,0.797248015445891,0.699103120537281,((x0 * x0) + (x0 / 0.845)),x0*(x0 + 1.18343195266272),00:00:21.26,False
16,0.915954525582516,0.901148448573025,((x0 + x0) * (0.812 + x0)),2*x0*(x0 + 0.812),00:00:20.61,False
17,0.603840225379173,-54.393085548289,(x0 / sin(cos((((0.807 * x0) * sin(x0)) + x0)))),x0/sin(cos(0.807*x0*sin(x0) + x0)),00:00:20.64,False
18,0.971880513563993,0.965134114396712,((((0.421 + x0) + cos(0.676))**((cos(x0) + sin(x0)))) * (sin(sin(x0)) - log(cos(x0)))),(x0 + 1.20108166356643)**(sqrt(2)*sin(x0 + pi/4))*(-log(cos(x0)) + sin(sin(x0))),00:00:24.07,False
19,0.793371629942332,0.671672699468618,(((x0 + x0) + (0.853 - x0)) + sin((-0.865 + x0))),x0 + sin(x0 - 0.865) + 0.853,00:00:22.05,False
20,0.900154734052715,0.813005721184376,((x0 * x0) - (x0 / -0.614)),x0*(x0 + 1.62866449511401),00:00:19.90,False
21,0.97768555330639,0.960833404771782,(x0 / sin((((x0 / x0) + x0) + ((x0 / x0)**((x0 + x0)))))),x0/sin(x0 + 2),00:00:20.54,False
22,0.944681006170364,0.931317727707332,((x0 + (x0 * x0)) / sin(cos(x0))),x0*(x0 + 1)/sin(cos(x0)),00:00:25.16,False
23,0.68489551964337,0.585349982538683,(sin(x0) + (x0 * x0)),x0**2 + sin(x0),00:00:18.09,False
24,0.9947517160792,0.994547541673513,(sin(x0) + (x0 * (((x0 * x0) + x0) / sin(cos(x0))))),(x0**3 + x0**2 + sin(x0)*sin(cos(x0)))/sin(cos(x0)),00:00:21.40,False
25,0.729532984260219,0.635501774954023,((x0 * x0) + ((x0 + x0) - x0)),x0*(x0 + 1),00:00:16.20,False
26,0.912209172426307,0.947247694826882,(((x0 * x0) + (x0 * x0)) - ((x0 + x0) * (-0.14 - 0.901))),x0*(2*x0 + 2.082),00:00:22.92,False
27,0.924121291487953,0.967150282944092,((x0 + x0) / (0.452**(x0))),2*2.21238938053097**x0*x0,00:00:26.17,False
28,0.889818048730641,0.910439779186121,(x0 + ((x0 - log(cos(x0))) / cos((-0.031 - x0)))),(x0*cos(x0 + 0.031) + x0 - log(cos(x0)))/cos(x0 + 0.031),00:00:18.95,False
29,0.729532984260219,0.635501774954023,((x0 + (x0 - x0)) + (x0 * x0)),x0*(x0 + 1),00:00:22.31,False
