Run,TrainR2Score,TestR2Score,BestIndividual,BestIndividualSimplified,Time,SympyEquivalence
0,0.7877304365965636,0.818707440657274,(cos((x1 / x1)) * ((x0 - 0.478) / sin(cos(x1)))),(x0 - 0.478)*cos(1)/sin(cos(x1)),00:00:15.13,False
1,0.7102675653644115,0.7888791214463265,(((x0 + 0.203) - 0.364) / (0.493 + cos(log(((x0 - x0) * sin(x0)))))),nan,00:00:22.00,False
2,0.9871825519319622,0.9893204527461763,(((sin(x0) * (x0 * x0)) / (x0 * x0)) - sin((x1 * x1))),sin(x0) - sin(x1**2),00:00:17.56,False
3,0.8312385832120853,0.8782620626301889,((((x0 - x1) * x1) + (x0 * (x1 / -0.932))) - (log(cos(x1)) - x0)),-0.0729613733905579*x0*x1 + x0 - x1**2 - log(cos(x1)),00:00:14.70,False
4,0.6854216759293621,0.771253818157767,(x0 + sin((0.742 - cos((x0 * x0))))),x0 - sin(cos(x0**2) - 0.742),00:00:47.94,False
5,0.7833933461765883,0.7586647970394353,sin((x0 - ((x0 + x1) * x1))),sin(x0 - x1*(x0 + x1)),00:00:17.08,False
6,0.7604912729389129,0.8012777304718406,sin((x0 - 0.401)),sin(x0 - 0.401),00:00:19.70,False
7,0.8011403460477223,0.797372610846138,(x0 + (sin(sin(sin(cos(x1)))) - (cos(-0.695) / cos(sin(cos(-0.232)))))),x0 + sin(sin(sin(cos(x1)))) - 1.1339753298015,00:00:17.71,False
8,0.5588213596881162,0.5166288064410038,(sin(x0) / (sin(cos((x1 - (-0.189 * x0))))**(cos(x0)))),sin(x0)/sin(cos(0.189*x0 + x1))**cos(x0),00:00:19.01,False
9,0.6075452967192623,0.6793071466685138,sin((-0.083 + x0)),sin(x0 - 0.083),00:00:19.94,False
10,0.7799862739048756,0.8494563482356833,((-0.781 - -0.844) - (0.354 - x0)),x0 - 0.291,00:00:14.98,False
11,0.6740888122447075,0.7299546151790111,(cos((x1 - x0)) + ((0.097 + x0) - (x0 / x0))),x0 + cos(x0 - x1) - 0.903,00:00:24.54,False
12,0.7496862844392874,0.8038220849110564,(sin((x0 + -0.304)) - sin(log(0.998))),sin(x0 - 0.304) + 0.00200200133333066,00:00:18.55,False
13,0.6538208018095313,0.7231713850127697,cos((((x1 / x1) / cos(0.943)) - x0)),cos(x0 - 1.70252554248947),00:00:19.57,False
14,0.8068876064396733,0.8319890864553603,((x0 / cos(x0)) - (x1 * x1)),x0/cos(x0) - x1**2,00:00:21.06,False
15,1.0,1.0,(x0 - (x1 * x1)),x0 - x1**2,00:00:01.56,True
16,0.7606326128435746,0.7956881071544517,sin((cos(sin(x1)) + (x0 - (x1 / x1)))),sin(x0 + cos(sin(x1)) - 1),00:00:19.97,False
17,0.9915232548404191,0.9918426976271104,(sin(x0) - (x1 * x1)),-x1**2 + sin(x0),00:00:17.94,False
18,0.7879427720461499,0.8462218392627769,(sin((x0 - x0)) - ((-0.209 - x0) + cos(0.987))),x0 - 0.342195465652753,00:00:13.22,False
19,0.7025962796045868,0.7111874637101449,sin((x0 - 0.579)),sin(x0 - 0.579),00:00:16.66,False
20,0.5860712377941832,0.649696577453616,(((x0 * x0)**((cos(x0) + x0))) / sin(sin(x0))),(x0**2)**(x0 + cos(x0))/sin(sin(x0)),00:00:14.50,False
21,0.46094142777032254,0.5863492881891126,(x0 / cos(x1)),x0/cos(x1),00:00:14.36,False
22,0.8179399144364757,0.8277059299797254,((sin(x0) * cos(0.566)) + (cos(x1) - (x0 / x0))),0.844052762402313*sin(x0) + cos(x1) - 1,00:00:15.47,False
23,0.7210874016671713,0.8103813664151086,(cos((-0.134 - 0.768)) + ((-0.798 + x0) / (x0 / x0))),x0 - 0.177957927723677,00:00:13.95,False
24,0.7390461493588785,0.7541496934038106,(x0 - (x0 / (x0 + x0))),x0 - 1/2,00:00:15.83,False
25,0.7857374701705191,0.825233281452353,(log(cos(x1)) + ((x0 * (x1 / x1)) / sin(cos(x1)))),x0/sin(cos(x1)) + log(cos(x1)),00:00:18.16,False
26,0.49770990194792464,0.3287888628760287,(x0 - (((x1 * x1) * (x1 * -0.576)) + sin((x1 - x1)))),x0 + 0.576*x1**3,00:00:14.14,False
27,0.7950534140143283,0.8611371312848195,(((log(cos(x1)) / (x1 + x1)) / x1) + x0),x0 + log(cos(x1))/(2*x1**2),00:00:17.22,False
28,0.6022465139780464,0.72673903367861,sin((log(((cos(x0) - x0) + x0)) + sin(x0))),sin(log(cos(x0)) + sin(x0)),00:00:24.14,False
29,0.7609743722736249,0.8044541105924381,sin((x0 + -0.383)),sin(x0 - 0.383),00:00:17.32,False
