Run,TrainR2Score,TestR2Score,BestIndividual,BestIndividualSimplified,Time,SympyEquivalence
0,0.997103960810768,0.990350076571977,((x1 * x1) + sin(x0)),x1**2 + sin(x0),00:00:37.83,False
1,0.802945473644988,0.578292113994369,((x0 / x0) * (0.19 + x0)),x0 + 0.19,00:00:38.13,False
2,0.903435227853979,0.833625600754266,sin((x0 - log(cos(x1)))),sin(x0 - log(cos(x1))),00:00:27.78,False
3,0.608538384900076,0.056128072408137,((x0 / cos(x1)) + 0.065),1.0*x0/cos(x1) + 0.065,00:00:26.21,False
4,0.914971485749601,0.873621250916012,sin((x0 - log((cos(x1) * cos(x0))))),sin(x0 - log(cos(x0)*cos(x1))),00:00:24.01,False
5,0.668102653771091,0.1426907807263,(((x1 - x0) * (x1 + -0.081)) + (sin(x0) / cos(x1))),-(x0 - x1)*(x1 - 0.081) + sin(x0)/cos(x1),00:00:28.41,False
6,0.811665366265764,0.668640277828227,cos(((cos(x1) * sin(x0)) + log((x1 - x1)))),cos(sin(x0)*cos(x1) + zoo),00:00:26.41,False
7,0.752708409176036,0.589139152401696,sin((0.555 + x0)),sin(x0 + 0.555),00:00:42.10,False
8,0.713222134467031,0.498915209159454,sin((x0 + (x0 * x0))),sin(x0*(x0 + 1)),00:01:06.44,False
9,0.788612240381518,0.626283450605758,cos((((cos(x1) - sin(x0)) - ((x0 * x1) + (x1 * x1))) + cos(cos((x1 * 0.854))))),cos(x0*x1 + x1**2 + sin(x0) - cos(x1) - cos(cos(0.854*x1))),00:00:41.76,False
10,0.704040126605485,0.34653344518089,(sin(x0) / (0.848**(x0))),1.17924528301887**x0*sin(x0),00:00:28.12,False
11,0.754227105908047,0.464348600882952,((sin(x1) * (x0 - -0.116)) / sin(sin(x1))),(x0 + 0.116)*sin(x1)/sin(sin(x1)),00:00:23.60,False
12,0.780422768999086,0.508129536098522,(sin(x0) + sin(0.121)),sin(x0) + 0.120704955903206,00:00:24.75,False
13,0.83721647358455,0.639533185715887,sin((0.275 + x0)),sin(x0 + 0.275),00:00:19.20,False
14,0.974124177919797,0.954441377624171,sin((x0 + (x1 * x1))),sin(x0 + x1**2),00:00:24.14,False
15,0.83940940257026,0.684774239589825,(sin(sin(x0)) - cos(log(0.154))),sin(sin(x0)) + 0.295526272825811,00:00:27.53,False
16,0.942969558901263,0.898200028892632,(sin(x0) - log(cos(x1))),-log(cos(x1)) + sin(x0),00:00:30.49,False
17,0.997246991519049,0.994378854273945,((sin(x0) + (x1 * x0)) - ((x0 - x1) * sin(x1))),x0*x1 + (-x0 + x1)*sin(x1) + sin(x0),00:00:37.96,False
18,0.745755268407847,0.444279557067452,sin((x0 + 0.101)),sin(x0 + 0.101),00:00:21.12,False
19,0.840678672115678,0.667703633622473,((log(0.487) * (x0 - x0)) + sin((x0 - -0.355))),sin(x0 + 0.355),00:00:20.60,False
20,0.997103960810768,0.990350076571977,(sin(x0) + (x1 * x1)),x1**2 + sin(x0),00:02:49.76,False
21,0.776405114448518,0.546527410637748,cos((0.39**(x0))),cos(0.39**x0),00:00:23.15,False
22,0.986816446893443,0.986608930924675,(sin((x1 * x1)) + x0),x0 + sin(x1**2),00:00:35.58,False
23,0.973124324794449,0.958198232638422,((x0 - -0.045) + (x1 * x1)),x0 + x1**2 + 0.045,00:00:22.74,False
24,0.741758536061935,0.465127437526361,cos(((((x0 * x0) * sin(0.954)) - x0) + cos(log((0.766**(x0)))))),cos(0.815735723627253*x0**2 - x0 + cos(log(0.766**x0))),00:00:26.25,False
25,0.821299438745851,0.563491792267017,((sin(x0) - sin(-0.168)) / cos(sin(x1))),(sin(x0) + 0.167210842482704)/cos(sin(x1)),00:00:24.54,False
26,0.843743200547332,0.729531957437031,sin((sin(cos(-0.379)) / (cos(x1) / (x0 - -0.461)))),sin((0.801042712799617*x0 + 0.369280690600624)/cos(x1)),00:00:34.32,False
27,0.966589694066755,0.877898385363917,((x1 * (x1 - ((x1 * x1) * (x0 * -0.083)))) + (x0 * (cos(x1)**(x1)))),x0*cos(x1)**x1 + x1**2*(0.083*x0*x1 + 1),00:00:33.74,False
28,0.840574663632626,0.667824557396538,sin(((x0 + 0.356) * (x0 / x0))),sin(x0 + 0.356),00:00:36.63,False
29,0.776377816123547,0.488248649720859,cos((sin((x0 + x0)) - ((x0 / x0)**(sin(x1))))),cos(sin(2*x0) - 1),00:00:27.64,False
