Run,TrainR2Score,TestR2Score,BestIndividual,BestIndividualSimplified,Time,SympyEquivalence
0,0.773466579528739,0.816550854082095,cos((((x1 * x0) - cos(x1)) - (cos(x0) + (-0.789 * x1)))),cos(x0*x1 + 0.789*x1 - cos(x0) - cos(x1)),00:00:27.27,False
1,0.807488564089995,0.847368121680649,((sin(x1) * x1) * ((x0 / x1) + x1)),(x0 + x1**2)*sin(x1),00:00:19.53,False
2,1,1,((x1 * x0) + ((x0 * x1) / x0)),x1*(x0 + 1),00:00:01.50,True
3,0.747794722398066,0.707665439243184,((log(cos(x1)) / x0) / (sin(x1) + ((x1 - x1) - (x1 / x0)))),log(cos(x1))/(x0*sin(x1) - x1),00:00:21.95,False
4,0.698161459356154,0.812004013164315,(x1**((x0 / x0))),x1,00:00:27.25,False
5,0.910894195120787,0.906357562693184,sin((x1 + sin((x1 * x0)))),sin(x1 + sin(x0*x1)),00:00:24.69,False
6,0.695405312460925,0.810088305897133,sin((x1 + log(cos((x0 * sin(x1)))))),sin(x1 + log(cos(x0*sin(x1)))),00:00:16.12,False
7,1,1,(x1 + (x1 * x0)),x1*(x0 + 1),00:00:01.39,True
8,0.906122096382927,0.900145838409053,sin(((((x0 - -0.941) / sin(x1)) * x1) * sin(((x0 + x1) - x0)))),sin(x1*(x0 + 0.941)),00:00:18.55,False
9,0.715298043800968,0.621777794553807,((x1 * ((x1 + x0) + (x0 / x0))) * cos(cos(sin(x0)))),x1*(x0 + x1 + 1)*cos(cos(sin(x0))),00:00:16.16,False
10,0.910096955154437,0.903721901321977,sin(((x0 * x1) + x1)),sin(x1*(x0 + 1)),00:00:19.76,False
11,0.689474786248797,0.753926522293732,(cos(sin(x0)) * (x1 - log(cos((x1 * 0.012))))),(x1 - log(cos(0.012*x1)))*cos(sin(x0)),00:00:19.36,False
12,0.838129685955273,0.840963923923719,sin((x1 / (cos(sin(x0)) / (x0 + cos(x1))))),sin(x1*(x0 + cos(x1))/cos(sin(x0))),00:00:39.66,False
13,0.698161459356154,0.812004013164315,(((((x0 - x0) / x0) / x0) / log(cos(x0))) + x1),x1,00:00:19.01,False
14,0.990941222193414,0.99187404078514,(sin(x1) + (x0 * x1)),x0*x1 + sin(x1),00:00:18.48,False
15,0.862030774482287,0.898755513065123,((sin(x1) / (cos((x0 / -0.972))**(x0))) + (x1 - x1)),sin(x1)/cos(1.02880658436214*x0)**x0,00:00:16.94,False
16,0.867993816457142,0.923568431447747,((x1 / (0.711**(x0)))**((cos(x0)**((x0 - x0))))),1.40646976090014**x0*x1,00:00:17.52,False
17,0.679552358446394,0.731312584452746,(cos(x0) * x1),x1*cos(x0),00:00:21.58,False
18,0.990941222193414,0.99187404078514,((x1 * x0) + sin(x1)),x0*x1 + sin(x1),00:00:25.26,False
19,0.884376777790445,0.946767718336771,(((x1 - 0.394) * x0) + sin(x1)),x0*(x1 - 0.394) + sin(x1),00:00:23.83,False
20,0.890413594517735,0.900021524700436,sin((x1 + (cos(x0) * (x0 * x1)))),sin(x1*(x0*cos(x0) + 1)),00:00:14.30,False
21,0.910096955154437,0.903721901321977,sin(((x1 * x0) + x1)),sin(x1*(x0 + 1)),00:00:18.09,False
22,0.730366667069059,0.834100982239477,sin((x1 / cos(cos((cos((0.956 + x1)) - (log(0.563) + x0)))))),sin(x1/cos(cos(-x0 + cos(x1 + 0.956) + 0.574475650842447))),00:00:16.80,False
23,0.749155397051682,0.759136471276727,((cos(x0)**((0.166 - x0))) * (x1 * cos(x1))),x1*cos(x0)**(0.166 - x0)*cos(x1),00:00:21.16,False
24,0.799930255017936,0.859170210973944,(sin(x1) + (x0 * sin((cos(cos(-0.619)) + (cos(x0) + (x1 - 0.741)))))),x0*sin(x1 + cos(x0) - 0.0547380690541768) + sin(x1),00:00:33.46,False
25,0.910096955154437,0.903721901321977,sin((x1 + (x0 * x1))),sin(x1*(x0 + 1)),00:00:19.80,False
26,0.693797056711179,0.779628000591848,(sin(x1) + (x1 - x1)),sin(x1),00:00:32.45,False
27,0.891494497651598,0.887238534848735,(sin((x1 + x1)) * sin((0.841 + x0))),sin(2*x1)*sin(x0 + 0.841),00:00:18.84,False
28,1,1,(x1 + (x1 * x0)),x1*(x0 + 1),00:00:01.36,True
29,0.695171510626401,0.797298320746363,sin((x1 / 0.89)),sin(1.12359550561798*x1),00:00:24.19,False
