Run,TrainR2Score,TestR2Score,BestIndividual,BestIndividualSimplified,Time,SympyEquivalence
0,0.840709323306706,0.857055356800269,((x0 * x0) + sin(x0)),x0**2 + sin(x0),00:00:24.67,False
1,0.831914855023236,0.74811664411953,(((x0 + x0) - (x0 - 0.103)) / sin(cos(0.306))),1.22628195891403*x0 + 0.126307041768145,00:00:31.31,False
2,0.881870624875354,0.893851676146142,(x0 + ((x0 * x0) * (x0 / x0))),x0*(x0 + 1),00:00:24.02,False
3,0.800775636265179,0.704547587269825,(x0 - (cos(cos(cos(sin(x0)))) - 0.951)),x0 - cos(cos(cos(sin(x0)))) + 0.951,00:00:18.79,False
4,0.95319736318601,0.949164652956494,((x0 / cos(x0)) - log(cos(x0))),x0/cos(x0) - log(cos(x0)),00:00:33.34,False
5,0.947787441872589,0.984988260834925,((x0 + (x0 * x0)) / (cos(x0)**(cos(x0)))),x0*(x0 + 1)/cos(x0)**cos(x0),00:00:32.55,False
6,0.751844337864002,0.644281162715701,cos((log(((0.202**(x0)) + (x0 * x0))) / x0)),cos(log(0.202**x0 + x0**2)/x0),00:00:19.80,False
7,0.655975596030759,0.513644834062149,(sin(x0) * cos(-0.05)),0.998750260394966*sin(x0),00:00:25.09,False
8,0.733709222522492,0.617069579807206,(((x0 / x0) * (0.056 + x0)) / cos((x0 - x0))),x0 + 0.056,00:00:16.60,False
9,0.977632831466918,0.97468504311474,(sin((-0.581 * x0)) + ((x0 * x0) + (x0 + x0))),x0**2 + 2*x0 - sin(0.581*x0),00:00:19.49,False
10,0.881870624875354,0.893851676146142,((x0 + (x0 / x0)) * x0),x0*(x0 + 1),00:00:18.12,False
11,0.912314592098367,0.9016141341207,((x0 - (cos(x0) * cos(x0))) + ((cos(x0)**((0.961 + x0)))**(((-0.367 * x0) * cos(x0))))),x0 - cos(x0)**2 + (cos(x0)**(x0 + 0.961))**(-0.367*x0*cos(x0)),00:00:25.44,False
12,0.881870624875354,0.893851676146142,(x0 + (x0 * x0)),x0*(x0 + 1),00:00:22.16,False
13,0.704291587889125,0.531978247004345,sin((sin(sin(sin(x0))) / sin(((x0 * x0)**(sin(x0)))))),sin(sin(sin(sin(x0)))/sin((x0**2)**sin(x0))),00:00:22.85,False
14,0.750402524495379,0.636319551588306,((x0 + x0) - (x0 - 0.087)),x0 + 0.087,00:00:24.90,False
15,0.96758818346673,0.970343003066839,((x0 * x0) + (x0 / 0.607)),x0*(x0 + 1.64744645799012),00:00:30.18,False
16,0.879046386078116,0.879619381316276,((x0 * x0) + (-0.057 + x0)),x0**2 + x0 - 0.057,00:00:25.18,False
17,0.88147319902174,0.881942987568677,(((log(x0)**((x0 - x0))) - (cos(x0) - (x0 / x0))) - (cos(x0) - x0)),x0 - 2*cos(x0) + 2,00:00:36.87,False
18,0.975214728572792,0.9795005450169,(log(cos((sin(x0) + (0.487 - x0)))) - ((((-0.936 * x0) / sin(-0.984)) / (sin(x0) - (0.733**(-0.559))))**(cos(((x0 - x0)**(cos(x0))))))),-(1.12402888934077*x0/(sin(x0) - 1.1896162232004))**cos(0**cos(x0)) + log(cos(-x0 + sin(x0) + 0.487)),00:00:33.80,False
19,0.858252601248366,0.81794226323549,(cos(sin(x0)) + ((x0 * x0) + (x0 + -0.992))),x0**2 + x0 + cos(sin(x0)) - 0.992,00:00:18.06,False
20,0.77584335198785,0.669464997026857,(x0 - log(0.859)),x0 + 0.151986356997882,00:00:26.51,False
21,0.884593079572619,0.962754309428007,((x0 - log(0.446)) * ((0.978 * x0) / cos(x0))),0.978*x0*(x0 + 0.807436326962073)/cos(x0),00:00:20.89,False
22,0.919819555810874,0.91027996885235,(x0 * (x0 + (cos(x0) / cos(cos(0.143))))),x0*(x0 + 1.82194834804366*cos(x0)),00:00:19.27,False
23,0.876159248562914,0.939413470925598,((((x0 - (x0 / x0)) - (cos(-0.295) * x0)) + (x0 + (x0 * (x0 / 0.76)))) + (cos(((x0 / -0.866) * (x0 - x0)))**(x0))),x0*(1.31578947368421*x0 + 1.04319785767899),00:00:23.68,False
24,0.848840216173398,0.800149237512414,(x0 - log(cos(x0))),x0 - log(cos(x0)),00:00:23.32,False
25,0.934929119551522,0.930967118557979,((cos(cos((0.717 / x0))) / cos(((0.511 + x0) * cos(-0.312)))) - (cos((cos(x0)**((x0 / x0))))**((((x0 * -0.226) / sin(-0.232)) / cos((x0 - x0)))))),-cos(cos(x0))**(0.982931785021858*x0) + cos(cos(0.717/x0))/cos(0.951721548353066*x0 + 0.486329711208417),00:00:21.03,False
26,0.840709323306706,0.857055356800269,(sin(x0) + (x0 * x0)),x0**2 + sin(x0),00:00:25.50,False
27,0.856762261717372,0.780533867890134,(((cos(x0) / (0.597**(x0))) * log((x0 / x0))) - (sin((0.224 + x0)) / ((x0 * 0.067) - cos(0.791)))),-sin(x0 + 0.224)/(0.067*x0 - 0.703134610575582),00:00:33.99,False
28,0.974638292647016,0.939628505777569,((((x0 / x0) + (x0 * x0)) / ((-0.893 * -0.89)**(x0))) * (x0 / (cos(x0)**(sin(x0))))),1.2582256501881**x0*x0*(x0**2 + 1)/cos(x0)**sin(x0),00:00:28.64,False
29,0.86106140363533,0.753549566910144,((sin(x0) + x0) * sin(cos((cos(x0) - (0.325 + x0))))),(x0 + sin(x0))*sin(cos(x0 - cos(x0) + 0.325)),00:00:23.21,False
