Run,TrainR2Score,TestR2Score,BestIndividual,BestIndividualSimplified,Time,SympyEquivalence
0,0.550752078118637,0.667909445509358,((x0 * x0) + sin(x0)),x0**2 + sin(x0),00:00:23.57,False
1,0.550752078118637,0.667909445509358,((x0 * x0) + sin(x0)),x0**2 + sin(x0),00:00:25.59,False
2,0.686840920598637,0.79558545813326,(((x0 * x0) + x0) / sin((x0 / x0))),x0*(x0 + 1)/sin(1),00:00:25.41,False
3,0.769166693413687,0.797303807127741,((x0 * x0) + (x0 + x0)),x0*(x0 + 2),00:00:22.41,False
4,0.550752078118637,0.667909445509358,((x0 * x0) + sin(x0)),x0**2 + sin(x0),00:00:22.66,False
5,0.693903734169553,0.065837196668449,((sin(((-0.074 * x0)**((x0 / x0)))) + log(cos((x0 * x0)))) / -0.11),-9.09090909090909*log(cos(x0**2)) + 9.09090909090909*sin(0.074*x0),00:00:24.37,False
6,0.939337020594288,0.890927188847033,(((x0 + x0) - (x0 - x0)) * (cos(x0)**((x0 / -0.555)))),2*x0/cos(x0)**(1.8018018018018*x0),00:00:21.32,False
7,0.428044001159939,0.593263559984028,(sin(((0.698 + 0.791) * (x0 / 0.66))) - cos(((x0 + x0) / x0))),sin(2.25606060606061*x0) - cos(2),00:00:18.28,False
8,0.458639249815038,0.588552877124452,((x0 - sin(cos(x0))) + (x0 / x0)),x0 - sin(cos(x0)) + 1,00:00:25.29,False
9,0.809272830583674,0.884348273563415,(((log(cos(x0))**(((x0 - x0) * (x0 - -0.097)))) - (cos((x0 * x0)) - ((0.282 / x0) + (x0 - -0.74)))) * ((((x0 - x0)**((0.383**(x0)))) - ((x0 + x0) - (x0 / 0.298))) * sin(((x0 * x0) + (x0 + 0.069))))),(0**(0.383**x0) + 1.35570469798658*x0)*(x0*(x0 - cos(x0**2) + 1.74) + 0.282)*sin(x0**2 + x0 + 0.069)/x0,00:00:21.36,False
10,0.583443802882407,0.684169672885012,(x0 / (0.498**(x0))),2.00803212851406**x0*x0,00:00:21.33,False
11,0.517550099289653,0.925827512225277,(sin(x0) / cos((-0.509 - x0))),sin(x0)/cos(x0 + 0.509),00:00:19.79,False
12,0.838486663314266,0.74066819047541,(x0 / (cos(x0) - sin(sin((x0 + -0.635))))),x0/(-sin(sin(x0 - 0.635)) + cos(x0)),00:00:17.23,False
13,0.940528695187848,0.891427596351539,(sin(x0) / cos((x0 + 0.428))),sin(x0)/cos(x0 + 0.428),00:00:35.20,False
14,0.860619144853482,0.899619108966592,((x0 + 0.729) * (x0 + x0)),2*x0*(x0 + 0.729),00:00:21.89,False
15,0.709226923715558,0.802492760174149,(sin(x0) / (0.332**(x0))),3.01204819277108**x0*sin(x0),00:00:30.77,False
16,0.97168642379873,0.959551847816302,(((-0.501 / -0.182)**(sin(x0))) * ((x0 * x0) - (x0 / -0.923))),2.75274725274725**sin(x0)*x0*(x0 + 1.08342361863489),00:00:18.20,False
17,0.550752078118637,0.667909445509358,(sin(x0) + (x0 * x0)),x0**2 + sin(x0),00:00:19.09,False
18,0.750848373098821,0.779204833696929,((x0 + x0) * (x0 - -0.498)),2*x0*(x0 + 0.498),00:00:20.43,False
19,0.730143591724909,0.703366116293739,((sin(x0) * x0) * (cos(-0.404) - (x0 / -0.378))),x0*(2.64550264550265*x0 + 0.919495956309315)*sin(x0),00:01:55.63,False
20,0.383596360536708,0.542682536216853,(((cos(x0)**(sin(((x0 * x0) - (0.396 * x0))))) - sin(sin(sin((-0.934 * x0))))) * sin(x0)),(sin(sin(sin(0.934*x0))) + cos(x0)**sin(x0*(x0 - 0.396)))*sin(x0),00:00:18.09,False
21,0.852349272432212,0.895832284442102,(cos(x0) * (x0 / cos((cos(x0) + (-0.14 + x0))))),x0*cos(x0)/cos(x0 + cos(x0) - 0.14),00:00:33.98,False
22,0.327241015728819,0.534986265261053,(sin((x0 + 0.016)) / ((x0 * x0)**(x0))),sin(x0 + 0.016)/(x0**2)**x0,00:00:17.51,False
23,0.528428099827161,0.665990427926974,((x0 * x0) + ((x0 / 0.786) * cos(x0))),x0*(x0 + 1.27226463104326*cos(x0)),00:00:30.26,False
24,0.962716388898254,0.913484259670677,((((0.981 + x0) * (x0 + x0)) * ((x0 * x0) / cos(0.742))) - log(cos((x0 - x0)))),x0**3*(2.71326792281461*x0 + 2.66171583228113),00:00:28.77,False
25,0.7161750198548,0.822918411745435,(((x0 * x0) + (x0 + (0.153 * x0))) / cos(0.53)),x0*(1.15900765556243*x0 + 1.33633582686348),00:00:25.69,False
26,0.875398606063485,0.892824337093349,(((x0 * x0) + (x0 + x0)) - log(cos(x0))),x0**2 + 2*x0 - log(cos(x0)),00:00:29.55,False
27,0.633772043366921,0.739055396912949,(((x0 * x0) / (x0 / x0)) + ((x0 * x0) / sin(x0))),x0**2*(1 + 1/sin(x0)),00:00:18.14,False
28,0.793505073421989,0.821010428683083,(sin(((0.612 + x0) - sin(x0))) / (((0.18**(x0)) / sin(0.759)) / (cos(0.465) * (x0 + 0.406)))),5.55555555555556**x0*(0.615124662812411*x0 + 0.249740613101839)*sin(x0 - sin(x0) + 0.612),00:00:30.80,False
29,0.769166693413687,0.797303807127741,((x0 * x0) + (x0 + x0)),x0*(x0 + 2),00:00:27.25,False
