Run,TrainR2Score,TestR2Score,BestIndividual,BestIndividualSimplified,Time,SympyEquivalence
0,0.881870624875354,0.893851676146142,(x0 + (x0 * x0)),x0*(x0 + 1),00:00:15.73,False
1,0.993724276574474,0.986188352624123,(((sin(sin(sin((x0 * x0)))) + sin(x0)) * x0) + x0),x0*(sin(x0) + sin(sin(sin(x0**2))) + 1),00:00:12.08,False
2,0.951429396358711,0.932682063508094,((x0 + x0) / (((x0 / 0.651) / x0) + sin((-0.659 * x0)))),-2*x0/(sin(0.659*x0) - 1.5361),00:00:17.46,False
3,0.840709323306706,0.857055356800269,(sin(x0) + (x0 * x0)),x0**2 + sin(x0),00:00:23.28,False
4,0.949673454296759,0.921724183308602,((x0 / x0) + (x0 - sin(((x0 / x0) + (x0 / -0.899))))),x0 + sin(1.1123*x0 - 1) + 1,00:00:12.45,False
5,0.958386882431196,0.982088314538053,((x0 + (sin(sin(x0)) * x0)) / cos((x0 * x0))),x0*(sin(sin(x0)) + 1)/cos(x0**2),00:00:22.06,False
6,0.88177125185253,0.884366626017007,(((x0 + x0) * (x0 * 0.472)) + x0),x0*(0.944*x0 + 1),00:00:13.23,False
7,0.712126349531587,0.578893210384426,(sin(x0) - -0.091),sin(x0) + 0.091,00:00:13.10,False
8,0.956747248318348,0.963394588994403,((x0 / 0.582) + (x0 * x0)),x0*(x0 + 1.7182),00:00:14.32,False
9,0.992598362298486,0.985925363668424,(((sin(x0) * sin(x0)) + (sin(x0) + cos(0.096))) * x0),x0*(sin(x0)**2 + sin(x0) + 0.9954),00:00:13.08,False
10,0.881870624875354,0.893851676146142,(x0 + (x0 * x0)),x0*(x0 + 1),00:00:17.82,False
11,0.988595896625242,0.992114015750541,((x0 / cos(x0)) + (x0 * x0)),x0*(x0 + 1/cos(x0)),00:00:24.52,False
12,0.881870624875354,0.893851676146142,((x0 * x0) + x0),x0*(x0 + 1),00:00:13.12,False
13,0.891648538993682,0.81918894893634,(((((0.044 / 0.157) + (x0 - x0)) + sin((0.277 / x0))) * x0) + x0),x0*(sin(0.277/x0) + 1.2802),00:00:12.72,False
14,0.881870624875354,0.893851676146142,(x0 + (x0 * x0)),x0*(x0 + 1),00:00:10.29,False
15,0.881870624875354,0.893851676146142,((x0 * x0) + x0),x0*(x0 + 1),00:00:12.42,False
16,0.990159830148197,0.987813339058258,((x0 + x0) / (cos(x0) + ((x0 / x0) - x0))),2*x0/(-x0 + cos(x0) + 1),00:00:12.36,False
17,0.982129858444465,0.984131338103522,(sin(x0) / cos((x0 + 0.346))),sin(x0)/cos(x0 + 0.346),00:00:10.11,False
18,0.948479267669774,0.977210692073803,(sin(x0) / ((-0.262 + 0.518)**(x0))),3.90625**x0*sin(x0),00:00:14.96,False
19,0.974048974472235,0.974073433446916,((x0 * x0) + (x0 / 0.632)),x0*(x0 + 1.5823),00:00:14.85,False
20,0.861023670293666,0.819517858701511,(x0 - log((sin((cos(x0) * x0)) / x0))),x0 - log(sin(x0*cos(x0))/x0),00:00:13.34,False
21,0.881870624875354,0.893851676146142,((x0 * x0) + x0),x0*(x0 + 1),00:00:19.93,False
22,0.881870624875354,0.893851676146142,(x0 + (x0 * x0)),x0*(x0 + 1),00:00:15.58,False
23,0.956209623571436,0.972887357689471,(x0 / (0.288**(x0))),3.4722**x0*x0,00:00:10.92,False
24,0.840709323306706,0.857055356800269,((cos(x0) * (x0 - x0)) + (sin(x0) + (x0 * x0))),x0**2 + sin(x0),00:00:20.65,False
25,0.986295104966433,0.986217480143499,((x0 * x0) + (((x0 / 0.538)**((x0 / x0))) * cos(cos(x0)))),x0*(x0 + 1.8587*cos(cos(x0))),00:00:17.62,False
26,0.967847477389858,0.954209908513026,(x0 - log(cos((-0.306 - x0)))),x0 - log(cos(x0 + 0.306)),00:00:18.25,False
27,0.880766065190861,0.872813169043501,(sin((x0 * x0)) + x0),x0 + sin(x0**2),00:00:13.65,False
28,0.919904747402948,0.924624363810019,((x0 / 0.901) + (x0 * x0)),x0*(x0 + 1.10987791342952),00:00:08.50,False
29,0.826468496633948,0.750943710605385,(((x0**(sin((x0 - x0)))) * x0) - log(cos(sin(x0)))),x0 - log(cos(sin(x0))),00:00:30.98,False
