Run,TrainR2Score,TestR2Score,BestIndividual,BestIndividualSimplified,Time,SympyEquivalence
0,0.931736688191392,0.948021616788055,sin(((x1 + x1) * (x0 / x1))),sin(2*x0),00:00:15.62,False
1,0.931736688191392,0.948021616788055,sin((x0 + x0)),sin(2*x0),00:00:16.80,False
2,0.931736688191392,0.948021616788055,sin((x0 + x0)),sin(2*x0),00:00:29.79,False
3,0.996234848351767,0.996939128054863,((x0 + sin(x0)) * cos(x1)),(x0 + sin(x0))*cos(x1),00:00:11.35,False
4,0.943317873309857,0.939017450523226,(x0 / (cos(cos(log((x0 - x0)))) * 0.624)),nan,00:00:08.43,False
5,0.98493939340707,0.987756512219451,(cos(x1) * (x0 + x0)),2*x0*cos(x1),00:00:10.35,False
6,0.996079714983555,0.99607412200468,(sin(x0) / sin(cos(cos(x1)))),sin(x0)/sin(cos(cos(x1))),00:00:10.03,False
7,0.952612361537159,0.95718536947817,(sin(x0) / 0.681),1.46842878120411*sin(x0),00:00:11.08,False
8,0.993576074429964,0.995079673208654,((x0 / 0.522) * cos(x1)),1.91570881226054*x0*cos(x1),00:00:10.59,False
9,0.943214174708215,0.957169805089156,sin(((x0 + x0) * cos(x1))),sin(2*x0*cos(x1)),00:00:10.88,False
10,0.953742183009837,0.955718744509458,(x0 / sin(cos(cos(0.925)))),1.36226515023562*x0,00:00:09.96,False
11,0.931736688191392,0.948021616788055,sin((x0 + x0)),sin(2*x0),00:00:12.03,False
12,0.944830416413389,0.92603462597085,((x0 / sin(0.86)) + (sin(x1) / (x1 / -0.122))),1.31953528207703*x0 - 0.122*sin(x1)/x1,00:00:17.87,False
13,0.959356265178473,0.960067167295077,(((x1 / x1) + 0.424) * x0),1.424*x0,00:00:11.96,False
14,1,1,(cos(x1) * (sin(x0) + sin(x0))),2*sin(x0)*cos(x1),00:00:01.19,True
15,0.96173437101656,0.958361237480109,(sin(sin(x0)) / (x0 / (x0 + sin(x0)))),(x0 + sin(x0))*sin(sin(x0))/x0,00:00:12.20,False
16,0.991382297486721,0.991919952552292,(sin(x0) / cos(cos(x1))),sin(x0)/cos(cos(x1)),00:00:10.47,False
17,0.931736688191392,0.948021616788055,sin((x0 + x0)),sin(2*x0),00:00:13.17,False
18,0.95328251724795,0.955337563570237,(sin((x1**((x1 - x1)))) / (sin(0.668) / x0)),1.61442103473508*x0*sin(1),00:00:13.72,False
19,0.964480328264147,0.964673720305488,(sin(x0) - (-0.559 * x0)),0.559*x0 + sin(x0),00:00:10.42,False
20,0.931736688191392,0.948021616788055,sin((x0 + x0)),sin(2*x0),00:00:08.08,False
21,0.931736688191392,0.948021616788055,sin(((x0 / ((x1 + x0)**((x0 - x0)))) + x0)),sin(2*x0),00:00:14.71,False
22,0.936686720697786,0.950867310704015,sin((sin(x0) / sin(0.524))),sin(1.99861124391215*sin(x0)),00:00:11.18,False
23,0.951886737235725,0.958208414580079,((cos(cos((x1 * 0.869))) * x0) + (x0 * (cos(sin(x0)) * cos(x1)))),x0*(cos(x1)*cos(sin(x0)) + cos(cos(0.869*x1))),00:00:09.53,False
24,0.955931508067441,0.961973634189028,(cos(x0) * (x0 + x0)),2*x0*cos(x0),00:00:08.49,False
25,0.907797343192717,0.914853640926398,(x0 / cos(x0)),x0/cos(x0),00:00:12.38,False
26,0.961887791600288,0.951684568446886,(x0 / cos(cos(((x1 + x1) + (-0.924 - -0.766))))),x0/cos(cos(2*x1 - 0.158)),00:00:12.73,False
27,0.945115412789642,0.949906812818436,(log(((x0 / (0.26 * x0)) - x1)) * x0),x0*log(3.84615384615385 - x1),00:00:15.04,False
28,0.839189377794899,0.82966043802879,((x0 + x0) - (x1 - x1)),2*x0,00:00:12.05,False
29,0.931736688191392,0.948021616788055,sin((x0 + x0)),sin(2*x0),00:00:12.99,False
