Run,TrainR2Score,TestR2Score,BestIndividual,BestIndividualSimplified,Time,SympyEquivalence
0,0.530191111912116,0.566083349679751,sin(((sin(x0) - (0.539**(-0.734)))**(cos((x0 - x0))))),sin(sin(x0) - 1.57403304762669),00:00:16.00,False
1,0.750960409747038,0.795523927228581,sin(((x0 - x0) - cos(x0))),-sin(cos(x0)),00:00:14.64,False
2,0.810956565780597,0.761744031423473,(sin(x0) / (x0 / (x0 - (cos(x0) + sin(x0))))),(x0 - sqrt(2)*sin(x0 + pi/4))*sin(x0)/x0,00:00:08.80,False
3,-0.025621513753215,-0.119127980362645,log((sin((x0 / x0)) * cos((x0 / x0)))),-log(2) + log(sin(2)),00:00:17.93,False
4,0.711612542994889,0.52394701407252,(cos(x0) * (sin((x0 - x0)) - ((x0 - x0) + cos(x0)))),-cos(x0)**2,00:00:10.70,False
5,0.883700196167346,0.850679567290768,cos((((x0 / x0) + (x0 * x0))**(((x0 / x0) / (x0 * x0))))),cos((x0**2 + 1)**(x0**(-2))),00:00:12.39,False
6,0.750960409747038,0.795523927228581,((x0 - x0) - sin(cos(x0))),-sin(cos(x0)),00:00:19.59,False
7,0.777223113555613,0.842188429077828,((x0 - cos(x0)) - x0),-cos(x0),00:00:12.33,False
8,0.382648580740604,0.194985752551421,(((x0 - x0) - cos(x0)) / (cos(x0)**((-0.471 - x0)))),-cos(x0)**(x0 + 1.471),00:00:12.70,False
9,0.777223113555613,0.842188429077828,(((x0 - x0) - (x0 / x0)) * (cos(x0)**((x0 / x0)))),-cos(x0),00:00:27.27,False
10,0.845520815665337,0.827817834146906,(((x0 - x0) - (x0 / x0)) - log(cos(x0))),-log(cos(x0)) - 1,00:00:16.22,False
11,0.872400921951425,0.761746101610705,(sin(log((x0 - x0))) - log((cos(x0) * (x0 / x0)))),nan,00:00:18.20,False
12,0.669941401978084,0.701784303332603,(sin((sin(x0) - x0)) - (x0 + ((cos(x0)**((x0 / x0))) - x0))),-sin(x0 - sin(x0)) - cos(x0),00:00:13.52,False
13,0.855052808068016,0.842569230488267,sin(((((sin(x0) - (x0 - x0)) - cos((x0 / x0))) - (((x0 - x0) + (x0 - x0)) + ((x0 / x0)**((0.818 * x0))))) - (x0 + x0))),-sin(2*x0 - sin(x0) + cos(1) + 1),00:00:17.08,False
14,0.750960409747038,0.795523927228581,(x0 - (x0 + sin(cos(x0)))),-sin(cos(x0)),00:00:12.20,False
15,0.830750666837826,0.880741356897974,((((x0 * cos((x0**(x0))))**((((x0 - x0)**((x0 + x0)))**(x0)))) - cos((sin((x0 / x0)) - ((x0 / x0)**((x0 - x0)))))) - cos(x0)),(x0*cos(x0**x0))**((0**x0)**x0) - cos(x0) - cos(1 - sin(1)),00:00:11.63,False
16,0.772211193109072,0.797446215385429,(cos(x0) - (cos(x0) / cos((x0 / x0)))),(1 - 1/cos(1))*cos(x0),00:00:14.24,False
17,0.777223113555613,0.842188429077828,((x0 - x0) - cos(x0)),-cos(x0),00:00:11.32,False
18,0.191497958024336,-0.246786523547796,(sin((x0 * x0)) - ((-0.616 - x0) / (-0.616 - x0))),sin(x0**2) - 1,00:00:19.57,False
19,0.750960409747038,0.795523927228581,(((x0 - x0) * sin(x0)) - sin(cos(x0))),-sin(cos(x0)),00:00:16.94,False
20,0.750960409747038,0.795523927228581,sin(((x0 - x0) - cos(x0))),-sin(cos(x0)),00:00:10.37,False
21,0.748569559203855,0.823786680475796,((x0 / log((x0 - x0))) - cos(x0)),-cos(x0),00:00:11.82,False
22,0.310960371538693,0.453704080822019,(x0 - (x0 + sin(sin(cos(x0))))),-sin(sin(cos(x0))),00:00:12.37,False
23,0.777223113555613,0.842188429077828,((x0 - x0) - cos(x0)),-cos(x0),00:00:11.06,False
24,0.084122712182157,-0.383770159089116,log((cos(x0) + cos((log(0.101) * cos(x0))))),log(cos(x0) + cos(2.29263476214088*cos(x0))),00:00:11.71,False
25,-0.052674612571262,-0.261800405240174,sin(sin(((sin(x0) - (0.578 * x0)) + log((x0 - x0))))),sin(sin(-0.578*x0 + sin(x0) + zoo)),00:00:13.32,False
26,0.416465525531324,0.295862250727621,sin((cos(log(cos(x0))) - ((sin(x0) / sin(x0)) + ((x0 / x0) + (x0 - -0.67))))),-sin(x0 - cos(log(cos(x0))) + 2.67),00:00:16.41,False
27,0.883391061698294,0.811704469782145,log(((sin(0.324) / cos(x0)) / sin((x0 / x0)))),log(0.318360975634148/(sin(1)*cos(x0))),00:00:11.28,False
28,0.932884590257321,0.943501766317329,(log(cos(0.925)) / sin((0.482 + (x0 * x0)))),-0.507772634912581/sin(x0**2 + 0.482),00:00:13.72,False
29,0.777223113555613,0.842188429077828,(sin(((x0 - x0)**(cos(x0)))) - cos(x0)),sin(0**cos(x0)) - cos(x0),00:00:10.19,False
