Run,TrainR2Score,TestR2Score,BestIndividual,BestIndividualSimplified,Time,SympyEquivalence
0,0.7036603206297712,0.6186664145363014,((x1 + x0) * cos(x1)),(x0 + x1)*cos(x1),00:00:07.14,False
1,0.8772344631209418,0.8648893706874919,(sin((x1 + x0)) + log(cos(x1))),log(cos(x1)) + sin(x0 + x1),00:00:08.49,False
2,1.0,1.0,((x1 + x0) - (x1 * x1)),x0 - x1**2 + x1,00:00:00.20,True
3,0.8608560310868836,0.9073476225272417,((x0 + -0.329) + x1),x0 + x1 - 0.329,00:00:08.15,False
4,0.8278520358979323,0.9071726566330017,(((x1 + x0) + (x1 - x1)) - cos(cos(x1))),x0 + x1 - cos(cos(x1)),00:00:11.20,False
5,0.8004453214982172,0.86940097097598,(((0.691 - x1) - log(0.696)) * (x0 + (x1 + -0.078))),-(x1 - 1.05340561864772)*(x0 + x1 - 0.078),00:00:06.53,False
6,0.7546686181229048,0.8035059375089608,(log(0.931) + (x1 + x0)),x0 + x1 - 0.0714960017050699,00:00:10.09,False
7,0.7036603206297712,0.6186664145363014,((x1 + x0) * cos(x1)),(x0 + x1)*cos(x1),00:00:07.31,False
8,0.7280998963651697,0.7810348126434838,((x0 + x1) + log(cos(-0.27))),x0 + x1 - 0.036901671988538,00:00:09.02,False
9,0.7616698216467953,0.8095085933002066,(((0.296 - -0.163) + (x0 + x1)) - cos((x0 / x0))),x0 + x1 - cos(1) + 0.459,00:00:07.37,False
10,0.823904025954941,0.8967922534390945,((cos(-0.305) * (x0 + x1)) + (x1 * (x0 - x1))),0.953846952567727*x0 + x1*(x0 - x1) + 0.953846952567727*x1,00:00:06.65,False
11,0.7393401133910206,0.6831230704309907,sin(((0.559 * -0.596) + (x1 + x0))),sin(x0 + x1 - 0.333164),00:00:10.09,False
12,1.0,1.0,((x1 + x0) - (x1 * x1)),x0 - x1**2 + x1,00:00:00.14,True
13,0.7887853423666895,0.8215683269353222,((x0 + x1) - (x0 * x0)),-x0**2 + x0 + x1,00:00:07.96,False
14,0.8034977205473266,0.7666187873015016,((sin(x0) - cos(0.281)) + (sin(x1) + cos(x0))),sin(x0) + sin(x1) + cos(x0) - 0.960778602180587,00:00:07.75,False
15,0.6798366450123152,0.7821490646525545,((x0 * (0.481 * x1)) - ((x0 * x1) - (x1 + x0))),-0.519*x0*x1 + x0 + x1,00:00:12.48,False
16,0.8497958119618367,0.8922745040547436,((-0.953 + x1) + (x0 + 0.687)),x0 + x1 - 0.266,00:00:08.05,False
17,0.8471514306809377,0.8892664065722297,((x0 + 0.355) + (x1 + -0.611)),x0 + x1 - 0.256,00:00:07.68,False
18,0.6703938970676433,0.6391101384038669,sin((x0 + x1)),sin(x0 + x1),00:00:08.20,False
19,1.0,1.0,((x0 + x1) - (x1 * x1)),x0 - x1**2 + x1,00:00:00.16,True
20,0.6995007513452824,0.6383507793243988,((0.533 * x1) + x0),x0 + 0.533*x1,00:00:09.71,False
21,0.876655075540169,0.8543470402254978,(((x0 / x1) - (-0.916 + x1)) * (sin(x1) - (x1 * 0.223))),-(x0 - x1*(x1 - 0.916))*(0.223*x1 - sin(x1))/x1,00:00:08.40,False
22,0.8626742021653083,0.9148477880496926,((x0 + x1) + sin(-0.392)),x0 + x1 - 0.382037471633087,00:00:07.14,False
23,0.7036603206297712,0.6186664145363014,((x1 + x0) * cos(x1)),(x0 + x1)*cos(x1),00:00:05.97,False
24,0.7202590047845561,0.7266345200375921,(sin(x1) + sin(x0)),sin(x0) + sin(x1),00:00:06.52,False
25,0.7169618979724073,0.6642395980598275,((x0 + x1) * cos(sin(x1))),(x0 + x1)*cos(sin(x1)),00:00:07.64,False
26,0.7887853423666895,0.8215683269353222,((x1 + x0) - (x0 * x0)),-x0**2 + x0 + x1,00:00:06.43,False
27,0.7493492326885729,0.6715618598254798,(-0.294 - ((x1 * -0.32) - x0)),x0 + 0.32*x1 - 0.294,00:00:06.36,False
28,0.8495423315303117,0.8919812831434146,((x0 + -0.265) + x1),x0 + x1 - 0.265,00:00:06.25,False
29,0.651661672628608,0.5638972728370616,sin((cos(x1) * (x0 + x1))),sin((x0 + x1)*cos(x1)),00:00:06.87,False
