Run,TrainR2Score,TestR2Score,BestSolution,BestSolutionSimplified,IterationOfBestSolution,Time,SympyEquivalence
13,0.49031197683066796,0.017074242539832363,log(((((x0 / x0) / x0) - ((x0 - x0) / cos(x0))) / (((x0 / x0) / x0) - x0))),log(-1/(x0**2 - 1)),41,00:00:07.36,False
14,0.9866476906112482,0.9780469022491742,((x0 - -0.808) * ((x0 * (x0 - -0.808)) / cos(x0))),x0*(x0 + 0.808)**2/cos(x0),651,00:00:19.00,False
15,0.9978556296974819,0.9940666866845418,((x0 / cos(x0)) * ((0.988 - (x0 / ((0.988 - x0) - cos(x0)))) - (cos(x0) - x0))),x0*(x0 + (x0 - cos(x0) + 0.988)*(x0 + cos(x0) - 0.988))/((x0 + cos(x0) - 0.988)*cos(x0)),653,00:00:16.37,False
16,0.9301600702727721,0.9163506000716897,log((((x0 * (x0 * x0)) - ((x0 - x0) - x0)) / (x0 - (x0 * x0)))),log(-(x0**2 + 1)/(x0 - 1)),30,00:00:10.98,False
17,0.471958908397351,0.38254132744855207,log(((((x0 + x0) + x0) / x0)**((x0 + x0)))),log(9**x0),985,00:00:07.45,False
18,0.9965235036691265,0.9907251191016366,(x0 / ((x0 / x0) - sin(x0))),-x0/(sin(x0) - 1),979,00:00:24.07,False
19,0.9874751213744655,0.966852253110008,(((x0 * x0) + x0) / cos((0.351 + (0.351 + ((x0 * x0) / (x0 + x0)))))),x0*(x0 + 1)/cos(x0/2 + 0.702),412,00:00:15.95,False
20,0.471958908397351,0.38254132744855207,log(((((x0 + x0) + x0) / x0)**((x0 + x0)))),log(9**x0),758,00:00:07.15,False
21,0.997409322467448,0.9953086876854741,(((((x0 * x0) * ((x0 * x0) + x0)) + x0) * ((x0 * x0) + x0)) / x0),x0*(x0 + 1)*(x0**2*(x0 + 1) + 1),605,00:00:15.71,False
22,0.8354234863665946,0.7802659734560188,log((x0 / (x0 - (x0 * x0)))),log(-1/(x0 - 1)),183,00:00:07.56,False
23,0.4974226777085614,0.3566092107182587,log((cos((cos(x0)**((x0 * -0.696))))**(((cos(x0)**((x0 * -0.696))) * -0.696)))),log(cos(cos(x0)**(-0.696*x0))**(-0.696/cos(x0)**(0.696*x0))),135,00:00:07.91,False
24,0.4841768946977878,0.6265147376157503,log(((x0 / x0) + (((sin(x0) * (x0 + x0)) + x0) + x0))),log(2*x0*sin(x0) + 2*x0 + 1),214,00:00:07.18,False
25,0.6512585773922748,0.7405415645556119,log((((0.349**(-0.876))**(((0.349**(-0.876))**(x0))))**(x0))),log((2.51469272849518**(2.51469272849518**x0))**x0),946,00:00:07.50,False
26,0.997409322467448,0.9953086876854741,((((x0 - ((x0 - x0) - (x0 * x0))) * x0) * (x0 - ((x0 - x0) - (x0 * x0)))) - (((x0 - x0) - (x0 - ((x0 * x0) * (x0 - x0)))) - ((x0 - ((x0 - x0) - (x0 * x0))) - x0))),x0*(x0**2*(x0 + 1)**2 + x0 + 1),764,00:00:20.15,False
27,0.997409322467448,0.9953086876854741,((x0 + (x0 * x0)) * ((x0 / x0) + ((x0 + (x0 * x0)) * x0))),x0*(x0 + 1)*(x0**2*(x0 + 1) + 1),514,00:00:16.17,False
28,0.361576177819654,0.22069842628509384,log(((((x0 / x0) * x0) + (((x0 / x0) * x0) + (x0 / x0))) + (x0 / x0))),log(2*x0 + 2),599,00:00:07.29,False
29,0.9938990668679396,0.9884044458026676,((cos(sin(x0)) / cos(x0)) / ((x0 / (x0 * sin(x0))) - (cos(x0) / cos(x0)))),-cos(sin(x0))*tan(x0)/(sin(x0) - 1),11,00:00:22.70,False
