Run,TrainR2Score,TestR2Score,BestSolution,BestSolutionSimplified,IterationOfBestSolution,Time,SympyEquivalence
0,0.7028992013215984,0.6623922351784257,cos((((-0.825 - x0) + (x0 + x0)) + ((-0.825 - x0) + (x0 + x1)))),cos(x0 + x1 - 1.65),310,00:00:05.63,False
1,0.7404875419397388,0.6856363315402858,sin(((x0 - 0.287) + x1)),sin(x0 + x1 - 0.287),741,00:00:09.67,False
2,0.7379296020310053,0.6813414311335226,cos((((cos(-0.06) - (-0.563 + x1)) - (-0.563 + x1)) - ((x0 + -0.946) + (cos(-0.946) - (-0.563 + x1))))),cos(x0 + x1 - 1.9222684505871),809,00:00:05.16,False
3,0.7460217643834538,0.66633305623903,sin((sin(sin(((x1 + x0) * x0))) - ((x0 * x0) - (x1 + x0)))),sin(-x0**2 + x0 + x1 + sin(sin(x0*(x0 + x1)))),184,00:00:05.90,False
4,0.9694376564198612,0.976648307323651,(x0 + (sin((((x1 - x1)**((x1 - x1))) - x1)) * (x1 + x1))),x0 - 2*x1*sin(x1 - 1),487,00:00:13.32,False
5,1.0,1.0,((x0 + x1) - (x1 * x1)),x0 - x1**2 + x1,207,00:00:01.80,True
6,0.6900137225664296,0.6274154234811447,sin(((x1 + x0) + (x1 * x0))),sin(x0*x1 + x0 + x1),943,00:00:05.64,False
7,0.7394399008559855,0.6857706870600007,sin(((x0 - 0.129) + (x1 - 0.129))),sin(x0 + x1 - 0.258),426,00:00:05.31,False
8,0.9391773136526383,0.9332045888403651,((cos(cos(x1)) * x1) - ((cos((x1 * x1)) / cos(x1)) - (cos(x1) + x0))),x0 + x1*cos(cos(x1)) + cos(x1) - cos(x1**2)/cos(x1),562,00:00:14.80,False
9,0.6900137225664296,0.6274154234811447,sin(((x0 + x1) + (x0 * x1))),sin(x0*x1 + x0 + x1),408,00:00:05.53,False
10,0.9917731917840633,0.9918799737547629,(sin(x1) * (sin((sin(x1) - sin(x1))) - ((log(0.325) + x1) - (x0 / x1)))),(x0 + x1*(1.1239300966524 - x1))*sin(x1)/x1,227,00:00:13.26,False
11,0.9764472479817585,0.9716758032252283,((x0 + (x1 * cos(0.71))) - ((x1 * x1) * cos((((x1 * x1) * cos(0.71)) * cos(0.71))))),x0 - x1**2*cos(0.575112734955843*x1**2) + 0.758361875990508*x1,333,00:00:12.54,False
12,0.7259363857882254,0.6688000799976858,cos((((x1 / x1) - x1) + ((x1 / x1) - x0))),cos(x0 + x1 - 2),881,00:00:06.46,False
13,1.0,1.0,((x1 * ((x0 / x0) - x1)) + x0),x0 - x1*(x1 - 1),317,00:00:03.00,True
14,1.0,1.0,((x1 - (x1 * x1)) + x0),x0 - x1**2 + x1,804,00:00:08.39,True
15,1.0,1.0,(x1 - ((x1 * x1) - x0)),x0 - x1**2 + x1,711,00:00:15.41,True
16,0.6900137225664296,0.6274154234811447,sin(((x1 + x0) + (x0 * x1))),sin(x0*x1 + x0 + x1),141,00:00:07.59,False
17,1.0,1.0,(((x0 + x1) - (x1 * x1)) - ((x0 + x1) - (x1 + x0))),x0 - x1**2 + x1,408,00:00:05.17,True
18,0.7626064715342372,0.6375392005987847,sin((((((x1 - x1) * x1) - x1) * x1) + (x0 + x1))),sin(x0 - x1**2 + x1),77,00:00:05.82,False
19,0.7381711389113343,0.6783163570033575,cos((((0.003 - x1) - (x0 + log(0.161))) - (x0 - sin(x0)))),cos(2*x0 + x1 - sin(x0) - 1.82935091399767),994,00:00:05.65,False
20,0.7376075687463246,0.6710117248662276,cos((x0 - (cos(x0) - (x1 - ((0.897 * 0.897) / cos(x0)))))),cos(1.0*x0 + 1.0*x1 - 1.0*cos(x0) - 0.804609/cos(x0)),814,00:00:08.06,False
21,0.6825777781095048,0.6305777872275841,sin((x0 + sin(x1))),sin(x0 + sin(x1)),128,00:00:05.18,False
22,1.0,1.0,((x1 + x0) - ((x0 * x1) / (x0 / x1))),x0 - x1**2 + x1,506,00:00:05.53,True
23,0.994759627945999,0.9969310128520211,(sin(x0) + ((x1 + (sin(x1) * (-0.575 * x1))) + (sin(x1) * (-0.575 * x1)))),-1.15*x1*sin(x1) + x1 + sin(x0),634,00:00:25.69,False
24,0.7022000608465468,0.6618997778709763,cos(((((x1 / x1) - (x0 / x0)) - (x0 / x0)) + (((x0 - (0.648 + x1)) + x1) + x1))),cos(x0 + x1 - 1.648),793,00:00:05.78,False
25,1.0,1.0,((x0 - (x1 * x1)) + x1),x0 - x1**2 + x1,506,00:00:07.10,True
26,1.0,1.0,(((x1 - (x1 - (x1 - (x1 * x1)))) + x0) - (((x1 - (x1 - (x1 * x1))) - (x1 * x1)) * x0)),x0 - x1**2 + x1,978,00:00:10.90,True
27,1.0,1.0,((x0 - (x1 * x1)) + x1),x0 - x1**2 + x1,203,00:00:02.12,True
28,0.685837918803287,0.620833481303882,sin((x0 + sin(sin(x1)))),sin(x0 + sin(sin(x1))),857,00:00:04.97,False
29,0.7400513869183305,0.6841817601751863,cos((((x1 + (x0 / (x0 / x0))) + -0.89) - (x0 / x0))),cos(x0 + x1 - 1.89),58,00:00:06.31,False
