Run,TrainR2Score,TestR2Score,BestSolution,BestSolutionSimplified,IterationOfBestSolution,Time,SympyEquivalence
0,0.974124177919797,0.9544413776241712,sin((x0 + ((x1 * x1) - ((x1 * x1) - (x1 * x1))))),sin(x0 + x1**2),259,00:00:05.91,False
1,0.974124177919797,0.9544413776241712,sin(((x1 * x1) + x0)),sin(x0 + x1**2),927,00:00:05.89,False
2,0.9971039608107686,0.990350076571977,(((x0 - sin(x0)) * x1) - ((((x0 - x1) - sin(x0)) * x1) - sin(x0))),x1**2 + sin(x0),732,00:00:10.79,False
3,0.974124177919797,0.9544413776241712,sin((x0 + (x1 * x1))),sin(x0 + x1**2),54,00:00:05.31,False
4,0.9971039608107686,0.990350076571977,((x1 * x1) + sin(x0)),x1**2 + sin(x0),272,00:00:10.36,False
5,0.9995754862784445,0.9993548911626907,((sin(x1) * x1) + sin(x0)),x1*sin(x1) + sin(x0),53,00:00:11.63,False
6,0.974124177919797,0.9544413776241712,sin((x0 + (((x1 * x1) * x1) / x1))),sin(x0 + x1**2),118,00:00:05.35,False
7,0.8420855135535427,0.6604478795815952,cos((log((x0 - x0)) + ((x0 - x0) + x0))),cos(x0 + zoo),107,00:00:04.88,False
8,0.9995754862784445,0.9993548911626907,(sin(x0) + (x1 * sin(x1))),x1*sin(x1) + sin(x0),759,00:00:12.99,False
9,1.0,1.0,(sin((x1 * x1)) + sin(x0)),sin(x0) + sin(x1**2),834,00:00:10.12,True
10,0.9971039608107686,0.990350076571977,((x1 * x1) + sin((x0 * cos((x1 - x1))))),x1**2 + sin(x0),329,00:00:15.35,False
11,0.974124177919797,0.9544413776241712,sin(((x0 - (x1 - (x1 * x1))) + (x1 - ((x1 * x1) - (x1 * x1))))),sin(x0 + x1**2),289,00:00:05.84,False
12,0.9879584286310595,0.9682567873203183,(((x1 * x1) / cos(0.034)) + (cos(sin((x1 * x1))) * x0)),x0*cos(sin(x1**2)) + 1.00057827853427*x1**2,795,00:00:09.89,False
13,0.9995754862784445,0.9993548911626907,((sin(x1) * x1) + sin(x0)),x1*sin(x1) + sin(x0),49,00:00:11.90,False
14,0.9424423040206602,0.8499595073894507,sin((((((x1 * x1) * x1) * x0) * x1) + (x0 + (x1 * x1)))),sin(x0*x1**4 + x0 + x1**2),154,00:00:05.32,False
15,0.974124177919797,0.9544413776241712,sin(((x1 * x1) + x0)),sin(x0 + x1**2),561,00:00:05.52,False
16,0.974124177919797,0.9544413776241712,sin((x0 + (x1 * x1))),sin(x0 + x1**2),812,00:00:05.21,False
17,0.9120223203026916,0.8283628604244626,cos(((sin(cos(x1)) + 0.48) - x0)),cos(-x0 + sin(cos(x1)) + 0.48),203,00:00:06.61,False
18,0.974124177919797,0.9544413776241712,sin(((x1 * x1) + x0)),sin(x0 + x1**2),799,00:00:04.98,False
19,0.974124177919797,0.9544413776241712,sin((x0 + (x1 * x1))),sin(x0 + x1**2),438,00:00:05.07,False
20,0.922543358590247,0.8628745026737905,cos(((0.303 + x0) - ((x0 + x0) - cos(x1)))),cos(-x0 + cos(x1) + 0.303),138,00:00:04.92,False
21,0.9971039608107686,0.990350076571977,(sin(x0) + ((sin(x0) / sin(x0)) / ((sin(x0) / sin(x0)) / ((x0 - x0) + (x1 * x1))))),x1**2 + sin(x0),389,00:00:09.63,False
22,0.8357859864276065,0.6352866457276691,sin((x0 - (-0.134 + -0.134))),sin(x0 + 0.268),656,00:00:05.38,False
23,1.0,1.0,(sin((x1 * x1)) + sin(x0)),sin(x0) + sin(x1**2),837,00:00:09.63,True
24,0.9939000628846094,0.9939552928193311,(sin(sin(x0)) + sin((x1 * x1))),sin(x1**2) + sin(sin(x0)),448,00:00:11.93,False
25,0.9369587111747757,0.8788112511138202,cos((x0 - (cos(x1) + (-0.923 * -0.411)))),cos(-x0 + cos(x1) + 0.379353),589,00:00:05.99,False
26,0.974124177919797,0.9544413776241712,sin(((x1 * x1) + x0)),sin(x0 + x1**2),737,00:00:04.39,False
27,0.9756202005521304,0.9536508986414172,sin(((0.016 + (0.016 + x0)) + (x1 * x1))),sin(x0 + x1**2 + 0.032),83,00:00:05.28,False
28,1.0,1.0,(sin((x1 * x1)) + sin(x0)),sin(x0) + sin(x1**2),816,00:00:08.38,True
29,0.974124177919797,0.9544413776241712,sin((((x1 * x1) + ((x0 * x1) + x0)) - (x1 * x0))),sin(x0 + x1**2),240,00:00:05.29,False
