Run,TrainR2Score,TestR2Score,BestSolution,BestSolutionSimplified,IterationOfBestSolution,Time,SympyEquivalence
0,0.8949131741972502,0.8680939706872927,sin((x0 + ((((x0 / x0) + (x0 + -0.465)) / -0.465) + -0.465))),-sin(1.1505376344086*x0 + 1.6155376344086),668,00:00:08.16,False
1,0.976073766504655,0.9742510676547527,log((cos(cos(x0)) * 0.711)),log(cos(cos(x0))) - 0.341082849178896,825,00:00:08.74,False
2,0.976106888023253,0.9694838900402193,(log(cos(x0)) - (cos((x0 - x0)) - ((x0 * x0) / (0.789**(cos((x0 * x0))))))),1.26742712294043**cos(x0**2)*(0.789**cos(x0**2)*(log(cos(x0)) - 1) + x0**2),553,00:00:20.25,False
3,0.7509604097470385,0.7955239272285808,sin(((cos(x0) - cos(x0)) - cos(x0))),-sin(cos(x0)),289,00:00:08.19,False
4,0.8941665587395153,0.8268741111130837,log((cos(cos(x0)) * cos(cos(cos(cos(x0)))))),log(cos(cos(x0))*cos(cos(cos(cos(x0))))),714,00:00:07.94,False
5,0.9870864648386982,0.9831784077662863,((x0 + x0) - (x0 + ((x0 + cos((x0 + x0))) + (x0 * x0)))),-x0**2 - cos(2*x0),457,00:00:19.29,False
6,0.8941665587395153,0.8268741111130837,log((cos(cos(cos(cos(x0)))) * cos(cos(x0)))),log(cos(cos(x0))*cos(cos(cos(cos(x0))))),250,00:00:08.51,False
7,0.9696339957072839,0.9480388462606826,((((x0 * x0) / (x0 / (cos(x0) * x0))) / (x0 / x0)) - cos(((log((x0 / x0)) / cos(x0)) * x0))),x0**2*cos(x0) - 1,348,00:00:31.60,False
8,0.7509604097470385,0.7955239272285808,sin(((0.282 - 0.282) - cos(x0))),-sin(cos(x0)),989,00:00:07.24,False
9,0.8989804890506726,0.8380163306834004,log(cos((cos(x0) / cos(cos(cos(x0)))))),log(cos(cos(x0)/cos(cos(cos(x0))))),26,00:00:08.47,False
