Run,TrainR2Score,TestR2Score,BestSolution,BestSolutionSimplified,IterationOfBestSolution,Time,SympyEquivalence
12,0.9104862915030847,0.9215474023463616,log((((x0 - x0) - x0) / ((x0 * x0) - x0))),log(-1/(x0 - 1)),521,00:00:07.62,False
13,0.7789487969528567,0.8128105312427255,log((cos((cos(x0)**((-0.857 - -0.328))))**((-0.857 - x0)))),log(cos(cos(x0)**(-0.529))**(-x0 - 0.857)),25,00:00:10.12,False
14,0.6514464361645085,0.6981454928312818,log((((x0 + x0) / x0)**(((((x0 / x0)**((x0 + x0))) + x0) + x0)))),log(2**(2*x0 + 1)),293,00:00:07.52,False
15,0.5179188857169202,0.511276936362183,sin((sin(sin((x0 * x0))) + x0)),sin(x0 + sin(sin(x0**2))),162,00:00:07.81,False
16,0.9104862915030847,0.9215474023463616,log((((((0.644 * x0) - (0.644 * x0)) * x0) - x0) / ((x0 * x0) - x0))),log(-1/(x0 - 1)),145,00:00:08.11,False
17,1.0,1.0,((x0 * ((x0 + (x0 * x0)) * x0)) + (x0 + (x0 * x0))),x0*(x0**2*(x0 + 1) + x0 + 1),884,00:00:28.35,True
18,0.5170126980632919,0.5096926024676993,sin((sin((x0 * sin(x0))) + x0)),sin(x0 + sin(x0*sin(x0))),776,00:00:07.26,False
19,0.9916371776932613,0.9906817777547628,((x0 - (log((0.442**(x0))) * x0)) / (0.442**(x0))),2.26244343891403**x0*x0*(1 - log(0.442**x0)),644,00:00:14.48,False
20,0.5161151258303018,0.5079345522622147,sin(((sin(x0) * sin(x0)) + x0)),sin(x0 + sin(x0)**2),336,00:00:08.20,False
21,1.0,1.0,(((x0 * x0) * ((x0 * x0) + x0)) + ((x0 * x0) + x0)),x0*(x0**2*(x0 + 1) + x0 + 1),112,00:00:02.21,True
22,1.0,1.0,(((x0 * x0) + x0) + (((x0 * x0) + x0) * (x0 * x0))),x0*(x0**2*(x0 + 1) + x0 + 1),411,00:00:06.92,True
23,0.9156815735636982,0.9327408513570637,log((cos(x0)**(((-0.522 / 0.073) * (cos(x0) * (x0 - -0.522)))))),log(cos(x0)**((-7.15068493150685*x0 - 3.73265753424658)*cos(x0))),393,00:00:07.37,False
24,1.0,1.0,(x0 * ((((x0 + (x0 / x0)) / ((x0 / x0) / x0)) / ((x0 / x0) / x0)) + (x0 + (x0 / x0)))),x0*(x0**2*(x0 + 1) + x0 + 1),902,00:00:13.90,True
25,0.5161151258303018,0.5079345522622147,sin(((sin(x0) * sin(x0)) + x0)),sin(x0 + sin(x0)**2),502,00:00:07.16,False
26,1.0,1.0,(((((x0 * x0) * x0) + x0) * (((x0 * x0)**((x0 - x0))) + x0)) * (((x0 + x0)**((x0 - x0)))**((x0 / ((x0 - x0) * (x0 - x0)))))),x0*(x0 + 1)*(x0**2 + 1),836,00:00:17.97,True
27,0.5179188857169202,0.511276936362183,sin((sin(sin((x0 * x0))) + x0)),sin(x0 + sin(sin(x0**2))),623,00:00:07.08,False
28,1.0,1.0,(((x0 * x0) + (x0 / x0)) * (((x0 * x0) / x0) + (x0 * x0))),x0*(x0 + 1)*(x0**2 + 1),68,00:00:01.21,True
29,0.8362069309024104,0.7888023322083648,log((((((x0 + x0) / cos(x0)) / cos(x0)) / x0)**(((sin((0.747 * x0)) / (cos(x0)**((0.747 * x0)))) / (cos(x0)**((0.747 * x0))))))),log((2/cos(x0)**2)**(sin(0.747*x0)/cos(x0)**(1.494*x0))),318,00:00:07.66,False
