Run,TrainR2Score,TestR2Score,BestSolution,BestSolutionSimplified,IterationOfBestSolution,Time,SympyEquivalence
0,0.9367109853455953,0.9509485998921016,sin((sin(sin(x0)) + x0)),sin(x0 + sin(sin(x0))),527,00:00:06.19,False
1,0.9966736965829739,0.9966684834615116,((sin(sin(cos(x1))) + cos(x1)) * x0),x0*(sin(sin(cos(x1))) + cos(x1)),761,00:00:13.04,False
2,0.9362583368717373,0.950814527623939,sin(((cos(0.35) + cos(0.35)) * x0)),sin(1.87874542569476*x0),402,00:00:05.49,False
3,1.0,1.0,(sin(x0) * (cos(x1) + cos(x1))),2*sin(x0)*cos(x1),965,00:00:11.01,True
4,0.995020652913253,0.9948137554248562,(x0 / (cos(cos(x1))**(cos(x1)))),x0/cos(cos(x1))**cos(x1),532,00:00:12.22,False
5,1.0,1.0,(cos(x1) * (sin(x0) + sin(x0))),2*sin(x0)*cos(x1),204,00:00:02.56,True
6,0.9974511121824007,0.9972938899863475,((((x1 * sin(x1)) / (x0 * (0.751 * x1))) * x1) / (((0.751 * x1) * sin(x1)) / (x0 * (x0 * cos(x1))))),1.7730465016906*x0*cos(x1),612,00:00:14.54,False
7,0.9967939013688164,0.9973692131941335,((((x0 * cos(x0)) + x0) / x0) * (x0 * cos(x1))),x0*(cos(x0) + 1)*cos(x1),531,00:00:14.35,False
8,0.9367109853455953,0.9509485998921016,sin((sin(sin(x0)) + x0)),sin(x0 + sin(sin(x0))),304,00:00:05.88,False
9,0.943214174708215,0.9571698050891562,sin((cos(x1) * (x0 + x0))),sin(2*x0*cos(x1)),819,00:00:05.88,False
10,0.9962177668682193,0.9957043632464904,(x0 / cos(cos((sin(x1) / cos(x1))))),x0/cos(cos(tan(x1))),614,00:00:11.97,False
11,0.9368317739055966,0.9509256698733173,sin((x0 - (-0.831 * x0))),sin(1.831*x0),101,00:00:05.56,False
12,0.9964138106888007,0.9968462308632048,((cos(x1) * x0) / sin(sin(sin(cos(cos(x0)))))),x0*cos(x1)/sin(sin(sin(cos(cos(x0))))),441,00:00:12.93,False
13,0.99491481470248,0.9952675131465671,(x0 / cos(cos(x1))),x0/cos(cos(x1)),476,00:00:13.65,False
14,0.9367109853455953,0.9509485998921016,sin((sin(sin(x0)) + x0)),sin(x0 + sin(sin(x0))),8,00:00:05.22,False
15,0.9367109853455953,0.9509485998921016,sin((sin(sin(x0)) + x0)),sin(x0 + sin(sin(x0))),893,00:00:05.87,False
16,0.9366849050627516,0.9508684733544892,sin((sin(x0) + sin(x0))),sin(2*sin(x0)),251,00:00:06.26,False
17,0.931962075120891,0.9451869874115847,sin((x0 / (cos(sin(x0)) / (cos((x0 * x1)) + 0.425)))),sin(x0*(cos(x0*x1) + 0.425)/cos(sin(x0))),886,00:00:05.10,False
18,0.9367109853455953,0.9509485998921016,sin((sin(sin(x0)) + x0)),sin(x0 + sin(sin(x0))),410,00:00:06.19,False
19,0.99491481470248,0.9952675131465671,(x0 / cos(cos(x1))),x0/cos(cos(x1)),487,00:00:14.23,False
20,0.943214174708215,0.9571698050891562,sin((x0 * (cos(x1) + cos(x1)))),sin(2*x0*cos(x1)),118,00:00:05.61,False
21,0.9451619833282472,0.941046934939753,log(((x0 - (x0 - 0.572))**(((((x1 - x1) - x0) - x0) - x0)))),log(5.34332897773653**x0),495,00:00:05.99,False
22,0.99491481470248,0.9952675131465671,(x0 / cos(cos(x1))),x0/cos(cos(x1)),599,00:00:13.88,False
23,0.9366849050627516,0.9508684733544892,sin((((sin(x0) / x1) * x1) + sin(x0))),sin(2*sin(x0)),606,00:00:05.62,False
24,0.997013143300436,0.9976736353235038,(cos((x1 - (0.335 - 0.335))) / (cos(cos((0.335 - 0.335))) / x0)),x0*cos(x1)/cos(1),431,00:00:12.71,False
25,0.931736688191392,0.9480216167880549,sin((x0 + x0)),sin(2*x0),43,00:00:06.29,False
26,0.9973117890909236,0.9970978624376949,((cos((x0 / (x0 / x1))) / (0.566 / ((0.566 / x1) / (0.566 / x1)))) * x0),1.76678445229682*x0*cos(x1),173,00:00:12.03,False
27,0.936783447818731,0.950947070023232,sin((((sin(sin(-0.839)) / sin(sin(-0.839))) - -0.839) * x0)),sin(1.839*x0),834,00:00:05.44,False
28,0.9386065782754865,0.9539937258573268,sin((((x0 + x0) / x1) * sin(x1))),sin(2*x0*sin(x1)/x1),538,00:00:05.48,False
29,0.9434507956592612,0.957730619034922,sin((((x0 * cos(x1)) * cos(x1)) + x0)),sin(x0*(cos(x1)**2 + 1)),472,00:00:05.94,False
