realEquation,foundExactSolution,exactSolution,sympyEquivalence,nearestBestSolution,nearestBestSolutionError,Time (h:m:s),maxGivenHours
x0*x1 + cos(x0),True,((x0 * x1) + cos(x0)),True,((x0 * x1) + cos(x0)),0.0,00:00:00.00,3
